[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
66,42,N,Uniform,20,81,29,45448
67,44,N,Uniform,20,81,13,47776
68,46,N,Uniform,20,81,15,49772
61,64,N,Uniform,15,121,225,69131
58,58,N,Uniform,15,141,366,63004
69,48,N,Uniform,20,81,33,52083
60,62,N,Uniform,15,121,279,67305
70,50,N,Uniform,20,101,79,54453
71,52,N,Uniform,20,101,78,56269
73,56,N,Uniform,20,121,182,60894
72,54,N,Uniform,20,101,81,58966
75,60,N,Uniform,20,121,149,64862
81,40,N,Uniform,25,81,22,43402
74,58,N,Uniform,20,121,233,63008
76,62,N,Uniform,20,121,211,67436
82,42,N,Uniform,25,81,34,45376
84,46,N,Uniform,25,101,51,49701
77,64,N,Uniform,20,141,305,69586
85,48,N,Uniform,25,81,23,52152
83,44,N,Uniform,25,101,55,47397
86,50,N,Uniform,25,101,77,54305
87,52,N,Uniform,25,101,76,56533
88,54,N,Uniform,25,101,74,58650
90,58,N,Uniform,25,101,142,62937
91,60,N,Uniform,25,121,232,65031
89,56,N,Uniform,25,121,180,60706
92,62,N,Uniform,25,121,185,67229
97,40,N,Uniform,30,81,23,43546
93,64,N,Uniform,25,141,309,69219
98,42,N,Uniform,30,81,22,45792
